market,commodity,unit,record_count,mean_price,minimum_price,maximum_price
Kiryandongo (refugee settlement),Cassava (fresh),KG,61,830.9016393442623,357.0,1538.0
Palorinya (refugee settlement),Mug (plastic),Unit,23,826.7547826086957,500.0,1000.0
Masindi,Maize,KG,35,826.3911428571428,509.69,1199.21
Kiboga,Sorghum,KG,33,820.8787878787879,667.0,1300.0
Oruchinga (refugee settlement),Cassava (fresh),KG,63,799.7460317460317,286.0,2500.0
Imvepi (refugee settlement),Charcoal,KG,33,783.4818181818182,286.0,1569.0
Palorinya (refugee settlement),Wooden mingle,Unit,23,781.1739130434783,500.0,1750.0
Rhino Camp (refugee settlement),Mug (plastic),Unit,22,774.5450000000001,500.0,1138.0
Owino,Maize,KG,289,773.551937716263,203.75,1654.86
Nakivale (refugee settlement),Cassava (fresh),KG,62,770.016129032258,278.0,2000.0
Lira,Maize,KG,230,747.248304347826,247.76,1593.22
Busia,Maize,KG,134,728.6289552238806,255.54,1675.34
Palorinya (refugee settlement),Charcoal,KG,52,722.3086538461539,424.95,1552.0
Lobule (refugee settlement),Cassava (fresh),KG,60,718.9016666666666,300.0,3333.0
Lobule (refugee settlement),Exercise Book (48 pages),Unit,19,712.9473684210526,350.0,1000.0
Bidibidi (refugee settlement),Charcoal,KG,40,703.5835,290.0,1569.0
Kyangwali (refugee settlement),Cassava (fresh),KG,65,699.4153846153846,357.0,1364.0
Adjumani (refugee settlement),Charcoal,KG,55,699.1414545454545,384.05,1287.0
Rhino Camp (refugee settlement),Charcoal,KG,24,695.0212499999999,349.0,1264.0
Nakivale (refugee settlement),Exercise Book (48 pages),Unit,21,691.6666666666666,475.0,1200.0
Kiboga,Maize (white),KG,33,675.6636363636364,423.0,1300.0
Bidibidi (refugee settlement),Cassava (fresh),KG,64,662.0890625,299.0,1429.0
Palabek (refugee settlement),Cassava (fresh),KG,55,661.1878181818182,100.0,1584.0
Imvepi (refugee settlement),Cassava (fresh),KG,44,656.3636363636364,292.0,1389.0
Rwamwanja (refugee settlement),Cassava (fresh),KG,62,649.0774193548388,319.0,1080.0
Imvepi (refugee settlement),Pen,Unit,22,632.7272727272727,500.0,1000.0
Oruchinga (refugee settlement),Exercise Book (48 pages),Unit,18,623.3888888888889,500.0,969.0
Oruchinga (refugee settlement),Pen,Unit,19,621.5436842105263,500.0,700.0
Bidibidi (refugee settlement),Pen,Unit,21,617.9047619047619,500.0,833.0
Palabek (refugee settlement),Exercise Book (48 pages),Unit,20,608.2835,450.0,1000.0
Adjumani (refugee settlement),Cassava (fresh),KG,32,606.5,402.0,861.0
Nakivale (refugee settlement),Pen,Unit,22,590.8636363636364,500.0,1000.0
Adjumani (refugee settlement),Pen,Unit,23,581.4347826086956,500.0,833.0
Kyaka II (refugee settlement),Pen,Unit,24,580.4029166666667,500.0,1000.0
Kiryandongo (refugee settlement),Exercise Book (48 pages),Unit,18,577.1666666666666,500.0,1200.0
Palabek (refugee settlement),Pen,Unit,20,575.45,500.0,900.0
Lobule (refugee settlement),Pen,Unit,23,574.0,500.0,700.0
Palorinya (refugee settlement),Cassava (fresh),KG,64,570.334375,224.0,1800.0
Rhino Camp (refugee settlement),Exercise Book (48 pages),Unit,17,570.1764705882352,475.0,750.0
Kyangwali (refugee settlement),Pen,Unit,24,567.23625,467.0,1000.0
Rhino Camp (refugee settlement),Pen,Unit,17,564.1176470588235,500.0,633.0
Kyaka II (refugee settlement),Exercise Book (48 pages),Unit,24,562.5,500.0,1000.0
Rwamwanja (refugee settlement),Pen,Unit,24,554.4583333333334,500.0,650.0
Imvepi (refugee settlement),Exercise Book (48 pages),Unit,21,544.7619047619048,450.0,1000.0
Adjumani (refugee settlement),Exercise Book (48 pages),Unit,20,544.325,366.67,1000.0
Palorinya (refugee settlement),Pen,Unit,22,529.7590909090909,500.0,600.0
Kyaka II (refugee settlement),Cassava (fresh),KG,63,528.9063492063492,289.0,938.0
Rhino Camp (refugee settlement),Cassava (fresh),KG,61,525.7622950819672,186.0,1145.0
Kiryandongo (refugee settlement),Pen,Unit,18,514.5555555555555,500.0,600.0
Rwamwanja (refugee settlement),Exercise Book (48 pages),Unit,24,512.9583333333334,400.0,911.0
Kyangwali (refugee settlement),Exercise Book (48 pages),Unit,24,511.2920833333333,333.33,1000.0
Palorinya (refugee settlement),Exercise Book (48 pages),Unit,22,503.6195454545454,333.33,1000.0
Nakivale (refugee settlement),Firewood,KG,53,398.1333962264151,120.0,669.0
Palabek (refugee settlement),Firewood,KG,54,390.80685185185183,137.0,2000.0
Palorinya (refugee settlement),Firewood,KG,55,384.28981818181813,114.0,833.0
Oruchinga (refugee settlement),Firewood,KG,54,384.1111111111111,136.0,556.0
Kyangwali (refugee settlement),Firewood,KG,56,358.05178571428576,153.0,862.0
Kiryandongo (refugee settlement),Firewood,KG,55,336.98563636363633,180.39,535.0
Lobule (refugee settlement),Firewood,KG,40,335.38800000000003,104.0,769.0
Adjumani (refugee settlement),Firewood,KG,54,302.35370370370373,132.0,696.0
Kyaka II (refugee settlement),Firewood,KG,56,299.92749999999995,185.0,550.0
Rwamwanja (refugee settlement),Firewood,KG,53,277.39,137.0,722.0
Palabek (refugee settlement),Pencil,Unit,20,252.6,200.0,500.0
Bidibidi (refugee settlement),Firewood,KG,56,234.11732142857142,113.0,385.0
Nakivale (refugee settlement),Pencil,Unit,22,232.0,200.0,500.0
Imvepi (refugee settlement),Pencil,Unit,22,231.4090909090909,100.0,500.0
Imvepi (refugee settlement),Firewood,KG,55,229.654,104.17,667.0
Oruchinga (refugee settlement),Pencil,Unit,19,228.07,200.0,400.0
Kyaka II (refugee settlement),Pencil,Unit,24,210.45833333333334,100.0,500.0
Rhino Camp (refugee settlement),Firewood,KG,55,207.77163636363636,89.0,462.0
Palorinya (refugee settlement),Pencil,Unit,22,205.7409090909091,200.0,233.3
Kyangwali (refugee settlement),Pencil,Unit,24,200.18041666666667,100.0,300.0
Kiryandongo (refugee settlement),Pencil,Unit,18,200.0,100.0,250.0
Rwamwanja (refugee settlement),Pencil,Unit,24,195.83333333333334,100.0,200.0
Adjumani (refugee settlement),Pencil,Unit,23,192.4491304347826,100.0,300.0
Lobule (refugee settlement),Pencil,Unit,20,190.0,100.0,300.0
Bidibidi (refugee settlement),Pencil,Unit,21,182.14285714285714,100.0,200.0
Rhino Camp (refugee settlement),Pencil,Unit,17,175.8235294117647,100.0,215.0
